ticker,date,status
CNEY,2024-10-31,unchanged
CNEY,2024-12-04,unchanged
CNEY,nan,unchanged
CNF,2024-10-01,unchanged
CNF,2024-10-02,unchanged
CNF,nan,unchanged
CNK,2020-03-19,unchanged
CNK,2020-11-09,unchanged
CNK,2021-01-27,unchanged
CNR,2020-03-24,unchanged
CNSP,2023-04-20,unchanged
CNSP,2024-06-14,unchanged
CNSP,2024-06-25,unchanged
CNSP,2024-07-03,unchanged
CNSP,2024-07-11,unchanged
CNSP,2024-07-31,unchanged
CNSP,2024-08-20,unchanged
CNSP,2024-10-23,unchanged
CNSP,2024-10-24,unchanged
CNSP,nan,unchanged
CNTB,2021-10-14,unchanged
CNTB,2022-03-18,unchanged
CNTB,2022-08-08,unchanged
CNTB,2023-03-20,unchanged
CNTB,2023-06-02,unchanged
CNTB,2023-10-18,unchanged
CNTB,2023-11-07,unchanged
CNTB,2023-11-17,unchanged
CNTB,2023-12-15,unchanged
CNTB,2024-02-09,unchanged
CNTB,2024-04-01,unchanged
CNTB,2024-05-14,unchanged
CNTB,2024-06-28,unchanged
CNTB,2024-08-29,unchanged
CNTB,nan,unchanged
CNTX,2021-10-21,unchanged
CNTX,2021-11-19,unchanged
CNTX,2021-12-01,unchanged
CNTX,2021-12-09,unchanged
CNTX,2023-01-09,unchanged
CNTX,2023-01-31,unchanged
CNTX,2024-05-02,unchanged
CNTY,2020-03-20,unchanged
CNTY,2020-03-23,unchanged
CNTY,2020-03-24,unchanged
CNTY,2020-03-25,unchanged
CNVS,2024-02-14,unchanged
CNVS,2024-10-08,unchanged
CNVS,2024-11-15,unchanged
CNX,2020-03-13,unchanged
CNXC,nan,unchanged
COCH,2023-10-27,unchanged
COCH,2023-11-28,unchanged
COCH,2023-11-29,unchanged
COCH,2024-02-05,unchanged
COCH,2024-02-28,unchanged
COCH,2024-02-29,unchanged
COCH,2024-03-01,unchanged
COCH,2024-03-04,unchanged
COCH,2024-04-03,unchanged
COCH,nan,unchanged
COCP,2020-02-13,unchanged
COCP,2020-02-24,unchanged
COCP,2020-02-25,unchanged
COCP,2020-03-09,unchanged
COCP,2020-04-14,unchanged
COCP,2020-06-12,unchanged
COCP,2020-08-03,unchanged
COCP,2020-11-24,unchanged
COCP,2020-11-25,unchanged
COCP,2021-01-19,unchanged
COCP,2021-05-04,unchanged
COCP,2021-07-29,unchanged
COCP,nan,unchanged
CODA,2021-02-01,unchanged
CODX,2020-01-10,unchanged
CODX,2020-01-23,unchanged
CODX,2020-01-27,unchanged
CODX,2020-01-31,unchanged
CODX,2020-02-10,unchanged
CODX,2020-02-24,unchanged
CODX,2020-02-26,unchanged
CODX,2020-02-27,unchanged
CODX,2020-02-28,unchanged
CODX,2020-03-02,unchanged
CODX,2020-03-11,unchanged
CODX,2020-03-17,unchanged
CODX,2020-04-06,unchanged
CODX,2020-04-16,unchanged
CODX,2020-05-13,unchanged
CODX,2020-09-08,unchanged
CODX,2020-11-25,unchanged
CODX,2023-12-27,unchanged
CODX,2024-06-06,unchanged
CODX,2024-08-19,unchanged
CODX,2024-08-23,unchanged
CODX,nan,unchanged
COEP,2022-04-19,unchanged
COEP,2022-04-28,unchanged
COEP,2022-10-31,unchanged
COEP,2023-01-03,unchanged
COEP,2023-03-27,unchanged
COEP,2024-02-15,unchanged
COEP,2024-12-26,unchanged
COEP,2024-12-31,unchanged
COEP,nan,unchanged
COGT,2020-11-09,unchanged
COGT,2022-06-10,unchanged
COGT,2024-02-14,unchanged
COGT,nan,unchanged
COHR,2021-01-19,unchanged
COIG,nan,unchanged
COIN,2022-08-04,unchanged
COIN,2023-02-02,unchanged
COIN,2024-11-06,unchanged
COMM,2024-07-18,unchanged
COMM,2024-08-08,unchanged
COMM,nan,unchanged
COMP,2022-11-10,unchanged
COMP,2022-11-11,unchanged
COMP,2023-05-10,unchanged
CONI,nan,unchanged
CONL,2023-02-02,unchanged
CONL,2023-07-13,unchanged
CONL,2024-02-16,unchanged
CONL,2024-02-26,unchanged
CONL,2024-11-06,unchanged
CONL,2024-11-11,unchanged
CONL,nan,unchanged
COOK,2023-08-03,unchanged
COOK,2024-08-07,unchanged
COOK,nan,unchanged
COOT,2024-06-21,unchanged
COOT,nan,unchanged
CORT,2020-09-02,unchanged
CORT,nan,unchanged
CORZ,2024-01-24,unchanged
CORZ,2024-06-04,unchanged
CORZ,nan,unchanged
CORZW,2022-01-25,unchanged
CORZW,2022-08-16,unchanged
CORZW,2024-01-24,unchanged
CORZW,2024-02-06,unchanged
CORZW,2024-02-28,unchanged
CORZW,2024-06-04,unchanged
CORZW,2024-06-06,unchanged
CORZW,nan,unchanged
CORZZ,2024-01-29,unchanged
CORZZ,2024-06-06,unchanged
CORZZ,nan,unchanged
COSM,2022-04-27,unchanged
COSM,2022-06-14,unchanged
COSM,2022-07-01,unchanged
COSM,2022-07-12,unchanged
COSM,2022-08-25,unchanged
COSM,2022-09-22,unchanged
COSM,2022-10-13,unchanged
COSM,2022-10-20,unchanged
COSM,2022-10-26,unchanged
COSM,2022-11-10,unchanged
COSM,2022-11-11,unchanged
COSM,2022-11-14,unchanged
COSM,2022-11-17,unchanged
COSM,2022-11-18,unchanged
COSM,2022-11-22,unchanged
COSM,2022-11-23,unchanged
COSM,2022-11-25,unchanged
COSM,2022-11-28,unchanged
COSM,2022-11-29,unchanged
COSM,2022-12-02,unchanged
COSM,2022-12-16,unchanged
COSM,2023-01-03,unchanged
COSM,2023-01-20,unchanged
COSM,2023-01-24,unchanged
COSM,2023-08-07,unchanged
COSM,2023-09-12,unchanged
COSM,2023-09-18,unchanged
COSM,2023-12-01,unchanged
COSM,2023-12-19,unchanged
COSM,2024-06-28,unchanged
COSM,2024-07-01,unchanged
COSM,2024-08-21,unchanged
COSM,nan,unchanged
COTY,2020-03-26,unchanged
COTY,2020-04-07,unchanged
COUR,2024-07-26,unchanged
COUR,nan,unchanged
COYA,2023-05-16,unchanged
COYA,2023-12-01,unchanged
CPA,2020-03-20,unchanged
CPA,2020-11-09,unchanged
CPHC,2020-08-13,unchanged
CPHC,2023-12-14,unchanged
CPIX,2021-11-30,unchanged
CPIX,2021-12-06,unchanged
CPIX,2024-11-27,unchanged
CPIX,2024-12-10,unchanged
CPIX,2024-12-13,unchanged
CPIX,nan,unchanged
CPNG,2022-05-12,unchanged
CPOP,2021-07-01,unchanged
CPOP,2021-10-29,unchanged
CPOP,2021-12-28,unchanged
CPOP,2021-12-29,unchanged
CPOP,2021-12-31,unchanged
CPOP,2022-03-10,unchanged
CPOP,2022-05-19,unchanged
CPOP,2022-08-05,unchanged
CPOP,2023-05-01,unchanged
CPOP,2023-10-31,unchanged
CPOP,2024-02-08,unchanged
CPOP,2024-02-16,unchanged
CPOP,2024-02-20,unchanged
CPOP,2024-02-21,unchanged
CPOP,2024-03-18,unchanged
CPOP,2024-05-09,unchanged
CPOP,2024-06-25,unchanged
CPOP,nan,unchanged
CPRI,2020-03-19,unchanged
CPRI,2020-04-06,unchanged
CPRI,2020-04-07,unchanged
CPRI,2023-08-10,unchanged
CPRI,nan,unchanged
CPS,2020-04-29,unchanged
CPS,2020-11-06,unchanged
CPS,2022-08-05,unchanged
CPS,2023-11-03,unchanged
CPS,2024-11-01,unchanged
CPS,nan,unchanged
CPSH,2020-01-31,unchanged
CPSH,2020-05-06,unchanged
CPSH,2020-06-30,unchanged
CPSH,2020-07-07,unchanged
CPSH,2020-09-24,unchanged
CPSH,2020-11-13,unchanged
CPSH,2021-01-08,unchanged
CPSH,2021-01-12,unchanged
CPSH,2021-01-14,unchanged
CPSH,2021-02-03,unchanged
CPSH,2021-02-04,unchanged
CPSH,2021-12-14,unchanged
CPSH,2022-03-09,unchanged
CPSS,2020-03-20,unchanged
CPSS,2020-04-16,unchanged
CPSS,2020-10-08,unchanged
CPSS,2022-11-10,unchanged
CQP,2020-03-20,unchanged
CRBP,2020-12-01,unchanged
CRBP,2021-01-21,unchanged
CRBP,2022-03-21,unchanged
CRBP,2022-05-16,unchanged
CRBP,2022-10-13,unchanged
CRBP,2022-10-20,unchanged
CRBP,2022-11-30,unchanged
CRBP,2023-03-14,unchanged
CRBP,2023-03-16,unchanged
CRBP,2023-03-17,unchanged
CRBP,2023-11-30,unchanged
CRBP,2024-01-26,unchanged
CRBP,2024-01-30,unchanged
CRBU,2022-05-12,unchanged
CRBU,2023-07-06,unchanged
CRC,2020-03-16,unchanged
CRC,2020-03-19,unchanged
CRC,2020-04-03,unchanged
CRC,2020-04-09,unchanged
CRC,2020-04-23,unchanged
CRC,2020-06-05,unchanged
CRC,2020-06-08,unchanged
CRC,2020-10-28,unchanged
CRCG,nan,unchanged
CRCL,nan,unchanged
CRCT,2023-05-22,unchanged
CRCT,2024-05-08,unchanged
CRDF,2020-05-15,unchanged
CRDF,2020-06-02,unchanged
CRDF,2020-09-17,unchanged
CRDF,2020-09-21,unchanged
CRDF,2022-06-09,unchanged
CRDF,2022-06-23,unchanged
CRDF,2023-08-08,unchanged
CRDF,2024-03-01,unchanged
CRDF,2024-03-04,unchanged
CRDF,2024-03-13,unchanged
CRDF,2024-12-10,unchanged
CRDF,2024-12-17,unchanged
CRDL,2024-02-15,unchanged
CRDL,2024-03-26,unchanged
CRDO,2022-06-02,unchanged
CRDO,2024-12-03,unchanged
CRE,nan,unchanged
CREG,2020-03-31,unchanged
CREG,2020-04-15,unchanged
CREG,2020-04-17,unchanged
CREG,2020-05-04,unchanged
CREG,2020-06-11,unchanged
CREG,2020-08-14,unchanged
CREG,2020-09-23,unchanged
CREG,2020-09-25,unchanged
CREG,2020-09-28,unchanged
CREG,2020-11-23,unchanged
CREG,2020-12-28,unchanged
CREG,2021-01-26,unchanged
CREG,2024-02-15,unchanged
CREG,nan,unchanged
CRESW,nan,unchanged
CRESY,2020-03-25,unchanged
CRESY,2020-07-06,unchanged
CRESY,nan,unchanged
CREV,2023-11-06,unchanged
CREV,2023-11-07,unchanged
CREV,2023-11-28,unchanged
CREV,2023-12-05,unchanged
CREV,2024-03-06,unchanged
CREV,2024-03-18,unchanged
CREV,2024-07-24,unchanged
CREV,2024-07-26,unchanged
CREV,2024-12-23,unchanged
CREV,2024-12-24,unchanged
CREV,nan,unchanged
CREX,2020-03-13,unchanged
CREX,2020-03-30,unchanged
CREX,2020-04-28,unchanged
CREX,2020-04-30,unchanged
CREX,2020-05-11,unchanged
CREX,2020-05-13,unchanged
CREX,2020-06-16,unchanged
CREX,2020-12-14,unchanged
CREX,2021-01-04,unchanged
CREX,2021-05-24,unchanged
CREX,2021-05-27,unchanged
CREX,2021-11-15,unchanged
CREX,2022-02-01,unchanged
CREX,2022-03-23,unchanged
CRGO,2023-01-27,unchanged
CRGO,2023-01-30,unchanged
CRGO,2023-06-12,unchanged
CRGO,2023-06-21,unchanged
CRGO,2024-11-11,unchanged
CRGO,nan,unchanged
CRIS,2020-06-09,unchanged
CRIS,2020-06-10,unchanged
CRIS,2020-12-02,unchanged
CRIS,2020-12-08,unchanged
CRIS,2021-01-29,unchanged
CRIS,2021-05-12,unchanged
CRIS,2022-06-03,unchanged
CRIS,2022-08-18,unchanged
CRIS,2023-09-29,unchanged
CRIS,2023-11-17,unchanged
CRIS,2024-04-04,unchanged
CRIS,2024-08-21,unchanged
CRIS,2024-08-22,unchanged
CRMD,2020-09-21,unchanged
CRMD,2021-02-02,unchanged
CRMD,2021-02-03,unchanged
CRMD,2023-11-15,unchanged
CRMD,2024-08-14,unchanged
CRMD,nan,unchanged
CRML,2024-03-04,unchanged
CRML,2024-03-19,unchanged
CRML,2024-03-20,unchanged
CRML,2024-04-18,unchanged
CRML,2024-04-22,unchanged
CRML,2024-05-17,unchanged
CRML,nan,unchanged
CRMLW,nan,unchanged
CRMT,2022-05-24,unchanged
CRNC,2024-08-08,unchanged
CRNC,2024-10-07,unchanged
CRNC,2024-11-21,unchanged
CRNC,2024-11-22,unchanged
CRNC,nan,unchanged
CRNT,2020-04-06,unchanged
CRNT,2021-01-15,unchanged
CRNT,2021-01-19,unchanged
CRNX,2020-03-17,unchanged
CRNX,2023-09-11,unchanged
CRNX,nan,unchanged
CRON,2020-11-06,unchanged
CROX,2020-03-25,unchanged
CRSR,2021-06-14,unchanged
CRTO,2020-04-02,unchanged
CRTO,2020-07-06,unchanged
CRTO,2021-02-10,unchanged
CRTO,2021-11-03,unchanged
CRVO,2023-09-07,unchanged
CRVO,2023-10-20,unchanged
CRVO,2024-02-12,unchanged
CRVO,2024-08-05,unchanged
CRVO,2024-12-06,unchanged
CRVO,nan,unchanged
CRVS,2020-05-05,unchanged
CRVS,2020-07-07,unchanged
CRVS,2020-10-05,unchanged
CRVS,2021-09-17,unchanged
CRVS,2021-09-21,unchanged
CRVS,2023-05-10,unchanged
CRVS,2023-05-15,unchanged
CRVS,2023-05-17,unchanged
CRVS,nan,unchanged
CRWG,nan,unchanged
CRWL,nan,unchanged
CRWV,nan,unchanged
CSAI,nan,unchanged
CSBR,2020-03-13,unchanged
CSBR,2020-03-19,unchanged
CSBR,2022-12-15,unchanged
CSBR,nan,unchanged
CSGP,2020-07-29,unchanged
CSGS,2023-08-03,unchanged
CSPI,2024-02-22,unchanged
CSTE,2021-05-05,unchanged
CSTL,2023-06-06,unchanged
CSTL,2023-07-07,unchanged
CSTL,nan,unchanged
CSTM,2020-03-24,unchanged
CTBB,2020-03-19,unchanged
CTDD,2020-03-19,unchanged
CTEV,nan,unchanged
CTKB,2024-11-06,unchanged
CTMX,2020-03-24,unchanged
CTMX,2022-11-17,unchanged
CTMX,2023-01-06,unchanged
CTMX,2024-02-27,unchanged
CTMX,2024-05-01,unchanged
CTMX,nan,unchanged
CTNM,nan,unchanged
CTNT,2023-08-23,unchanged
CTNT,2023-09-01,unchanged
CTNT,2023-11-03,unchanged
CTNT,2023-11-06,unchanged
CTNT,2023-11-13,unchanged
CTNT,2023-12-15,unchanged
CTNT,2024-02-16,unchanged
CTNT,2024-03-14,unchanged
CTNT,2024-05-14,unchanged
CTNT,2024-05-16,unchanged
CTNT,2024-05-17,unchanged
CTNT,2024-05-20,unchanged
CTNT,2024-07-02,unchanged
CTNT,2024-07-11,unchanged
CTNT,2024-08-23,unchanged
CTNT,2024-10-04,unchanged
CTNT,2024-10-28,unchanged
CTNT,2024-12-03,unchanged
CTNT,2024-12-18,unchanged
CTNT,nan,unchanged
CTOR,2024-12-02,unchanged
CTOR,2024-12-03,unchanged
CTOR,nan,unchanged
CTOS,nan,unchanged
CTRA,2020-03-13,unchanged
CTRA,2020-03-25,unchanged
CTRA,2020-03-31,unchanged
CTRA,2020-04-08,unchanged
CTRA,2020-09-18,unchanged
CTRA,2021-10-04,unchanged
CTRE,2020-03-19,unchanged
CTRM,2020-03-04,unchanged
CTRM,2020-03-13,unchanged
CTRM,2020-03-17,unchanged
CTRM,2020-03-26,unchanged
CTRM,2020-03-27,unchanged
CTRM,2020-03-30,unchanged
CTRM,2020-08-26,unchanged
CTRM,2020-09-11,unchanged
CTRM,2020-12-04,unchanged
CTRM,2020-12-24,unchanged
CTRM,2020-12-30,unchanged
CTRM,2021-01-05,unchanged
CTRM,2021-01-11,unchanged
CTRM,2021-01-12,unchanged
CTRM,2021-01-13,unchanged
CTRM,2021-01-21,unchanged
CTRM,2021-01-27,unchanged
CTRM,2021-01-28,unchanged
CTRM,2021-02-08,unchanged
CTRM,2021-02-11,unchanged
CTRM,2021-06-03,unchanged
CTRM,2021-08-05,unchanged
CTRM,2024-01-02,unchanged
CTRN,2020-03-13,unchanged
CTSO,2020-02-28,unchanged
CTSO,2020-03-25,unchanged
CTSO,2020-04-13,unchanged
CTSO,2022-06-07,unchanged
CTSO,2022-08-18,unchanged
CTSO,2023-03-07,unchanged
CTW,nan,unchanged
CTXR,2020-01-16,unchanged
CTXR,2020-04-01,unchanged
CTXR,2020-04-27,unchanged
CTXR,2020-04-28,unchanged
CTXR,2020-06-26,unchanged
CTXR,2021-02-16,unchanged
CTXR,2021-02-19,unchanged
CTXR,2021-02-22,unchanged
CTXR,2024-11-25,unchanged
CTXR,2024-12-31,unchanged
CTXR,nan,unchanged
CUB,2020-09-21,unchanged
CUBB,2020-03-25,unchanged
CUBIpF,2020-03-25,unchanged
CUE,2021-05-10,unchanged
CUE,2024-04-30,unchanged
CUE,2024-10-04,unchanged
CUE,2024-10-21,unchanged
CUE,nan,unchanged
CUK,2020-03-20,unchanged
CUK,2020-03-24,unchanged
CUK,2020-11-09,unchanged
CUPR,nan,unchanged
CURI,2020-12-21,unchanged
CURI,2024-03-21,unchanged
CURI,2024-06-11,unchanged
CURI,2024-09-12,unchanged
CURI,nan,unchanged
CURR,2024-09-03,unchanged
CURR,2024-09-13,unchanged
CURR,2024-09-18,unchanged
CURR,2024-12-18,unchanged
CURR,2024-12-19,unchanged
CURR,2024-12-26,unchanged
CURR,nan,unchanged
CURV,2021-09-09,unchanged
CURV,2023-03-24,unchanged
CURV,2023-09-28,unchanged
CURV,2023-12-08,unchanged
CURX,nan,unchanged
CV,nan,unchanged
CVAC,2020-08-17,unchanged
CVAC,2023-01-06,unchanged
CVAC,2023-01-09,unchanged
CVAC,2024-05-22,unchanged
CVAC,nan,unchanged
CVE,2020-03-10,unchanged
CVE,2020-04-02,unchanged
CVE.WS,2021-01-19,unchanged
CVE.WS,nan,unchanged
CVEO,2020-03-10,unchanged
CVEO,2020-04-29,unchanged
CVEO,2020-05-26,unchanged
CVEO,2020-07-29,unchanged
CVEO,2020-10-28,unchanged
CVGI,2020-03-19,unchanged
CVGI,2020-03-25,unchanged
CVGI,2020-03-26,unchanged
CVGI,2020-04-29,unchanged
CVGI,2020-08-10,unchanged
CVGI,nan,unchanged
CVI,2020-03-13,unchanged
CVI,2020-11-09,unchanged
CVKD,2023-01-23,unchanged
CVKD,2023-07-12,unchanged
CVKD,2023-11-15,unchanged
CVKD,2023-11-20,unchanged
CVKD,2023-12-28,unchanged
CVKD,2024-08-20,unchanged
CVKD,2024-09-12,unchanged
CVKD,nan,unchanged
CVNA,2020-03-24,unchanged
CVNA,2020-09-22,unchanged
CVNA,2022-05-12,unchanged
CVNA,2022-08-05,unchanged
CVNA,2022-11-10,unchanged
CVNA,2022-12-08,unchanged
CVNA,2023-01-11,unchanged
CVNA,2023-01-12,unchanged
CVNA,2023-01-30,unchanged
CVNA,2023-02-01,unchanged
CVNA,2023-02-02,unchanged
CVNA,2023-05-05,unchanged
CVNA,2023-05-08,unchanged
CVNA,2023-06-01,unchanged
CVNA,2023-06-08,unchanged
CVNA,2023-07-19,unchanged
CVNA,2024-02-23,unchanged
CVNA,2024-05-02,unchanged
CVNX,nan,unchanged
CVRX,2022-04-28,unchanged
CVRX,2023-02-22,unchanged
CVRX,2023-04-28,unchanged
CVRX,2023-11-03,unchanged
CVRX,2024-06-05,unchanged
CVRX,2024-10-30,unchanged
CVV,2020-03-24,unchanged
CVV,2020-07-14,unchanged
CVV,2020-10-07,unchanged
CVV,2021-02-11,unchanged
CVV,2021-08-13,unchanged
CVV,2023-01-11,unchanged
CVV,2023-08-21,unchanged
CWBC,2024-04-01,unchanged
CWCO,2020-03-17,unchanged
CWD,2023-05-18,unchanged
CWD,nan,unchanged
CWH,2020-03-24,unchanged
CWH,2020-05-08,unchanged
CWH,2023-11-02,unchanged
CWK,2020-03-19,unchanged
CWT,2020-03-17,unchanged
CXAI,2023-03-16,unchanged
CXAI,2023-03-23,unchanged
CXAI,2023-03-31,unchanged
CXAI,2023-04-13,unchanged
CXAI,2023-04-14,unchanged
CXAI,2023-04-25,unchanged
CXAI,2023-04-27,unchanged
CXAI,2023-04-28,unchanged
CXAI,2023-05-30,unchanged
CXAI,2023-05-31,unchanged
CXAI,2023-06-05,unchanged
CXAI,2023-09-05,unchanged
CXAI,2024-01-22,unchanged
CXAI,2024-02-27,unchanged
CXAI,2024-02-29,unchanged
CXAI,2024-03-13,unchanged
CXAI,2024-04-01,unchanged
CXAI,2024-04-08,unchanged
CXAI,2024-04-17,unchanged
CXAI,2024-08-13,unchanged
CXAI,2024-12-06,unchanged
CXAI,2024-12-26,unchanged
CXAI,nan,unchanged
CXDO,2023-12-18,unchanged
CXW,2024-11-06,unchanged
CYCN,2020-02-05,unchanged
CYCN,2020-02-19,unchanged
CYCN,2020-06-23,unchanged
CYCN,2021-02-04,unchanged
CYCN,2021-05-07,unchanged
CYCN,2021-06-08,unchanged
CYCN,2021-11-24,unchanged
CYCN,2022-06-24,unchanged
CYCN,2022-08-08,unchanged
CYCN,2022-10-24,unchanged
CYCN,2022-11-22,unchanged
CYCN,2023-03-27,unchanged
CYCN,2023-05-16,unchanged
CYCN,2023-12-01,unchanged
CYCN,2023-12-18,unchanged
CYCN,2023-12-19,unchanged
CYCN,2024-02-08,unchanged
CYCN,2024-06-14,unchanged
CYCN,2024-07-10,unchanged
CYCN,2024-07-17,unchanged
CYCN,2024-10-29,unchanged
CYCN,2024-11-15,unchanged
CYCN,2024-11-27,unchanged
CYCN,2024-12-04,unchanged
CYCN,2024-12-09,unchanged
CYCN,nan,unchanged
CYCU,nan,unchanged
CYD,2024-12-26,unchanged
CYD,nan,unchanged
CYH,2020-02-20,unchanged
CYH,2020-03-23,unchanged
CYH,2020-10-28,unchanged
CYH,2023-02-16,unchanged
CYH,nan,unchanged
CYN,2021-10-25,unchanged
CYN,2022-04-21,unchanged
CYN,2022-04-22,unchanged
CYN,2022-04-26,unchanged
CYN,2022-04-29,unchanged
CYN,2022-05-05,unchanged
CYN,2022-05-27,unchanged
CYN,2022-06-13,unchanged
CYN,2023-12-07,unchanged
CYN,2024-01-23,unchanged
CYN,2024-01-24,unchanged
CYN,2024-01-25,unchanged
CYN,2024-01-26,unchanged
CYN,2024-03-19,unchanged
CYN,2024-04-23,unchanged
CYN,2024-05-16,unchanged
CYN,2024-05-17,unchanged
CYN,2024-06-12,unchanged
CYN,2024-07-11,unchanged
CYN,2024-07-15,unchanged
CYN,2024-11-07,unchanged
CYN,2024-11-13,unchanged
CYN,2024-12-23,unchanged
CYN,2024-12-30,unchanged
CYN,nan,unchanged
CYRX,2020-08-26,unchanged
CYRX,2024-07-11,unchanged
CYRX,nan,unchanged
CYTK,2020-05-11,unchanged
CYTK,2021-07-19,unchanged
CYTK,2023-12-27,unchanged
CYTK,nan,unchanged
CZR,2020-03-19,unchanged
CZR,2020-03-20,unchanged
CZR,2020-07-21,unchanged
CZR,2020-11-09,unchanged
CZWI,2020-04-29,unchanged
DAC,2020-03-17,unchanged
DAC,2020-08-04,unchanged
DAIC,nan,unchanged
DAKT,2023-07-12,unchanged
DAL,2020-03-24,unchanged
DAN,2020-03-19,unchanged
DAO,2020-02-10,unchanged
DAO,2021-07-28,unchanged
DAO,2022-03-16,unchanged
DAO,2022-06-08,unchanged
DAO,2024-10-02,unchanged
DAO,nan,unchanged
DARE,2020-01-13,unchanged
DARE,2020-07-14,unchanged
DARE,2020-12-18,unchanged
DARE,2021-01-19,unchanged
DARE,2021-01-20,unchanged
DARE,2021-06-30,unchanged
DARE,2021-07-07,unchanged
DARE,2023-10-16,unchanged
DARE,2024-02-23,unchanged
DARE,2024-04-30,unchanged
DARE,nan,unchanged
DAVE,2022-01-13,unchanged
DAVE,2022-01-21,unchanged
DAVE,2022-01-28,unchanged
DAVE,2022-03-18,unchanged
DAVE,2022-03-29,unchanged
DAVE,2022-05-13,unchanged
DAVE,2022-07-20,unchanged
DAVE,2022-07-27,unchanged
DAVE,2022-11-22,unchanged
DAVE,2024-03-05,unchanged
DAVE,2024-03-07,unchanged
DAVE,2024-05-07,unchanged
DAVE,2024-11-13,unchanged
DAVE,nan,unchanged
DAVEW,2022-01-24,unchanged
DAVEW,2022-01-28,unchanged
DAVEW,2022-02-01,unchanged
DAVEW,2022-03-21,unchanged
DAVEW,2022-03-28,unchanged
DAVEW,2022-03-29,unchanged
DAVEW,nan,unchanged
DAWN,2022-06-13,unchanged
DBD,2020-03-17,unchanged
DBD,2020-04-06,unchanged
DBD,2020-04-28,unchanged
DBD,2022-05-12,unchanged
DBD,2023-08-14,unchanged
DBGI,2022-11-22,unchanged
DBGI,2022-11-23,unchanged
DBGI,2022-11-28,unchanged
DBGI,2022-12-05,unchanged
DBGI,2022-12-30,unchanged
DBGI,2023-01-23,unchanged
DBGI,2023-03-09,unchanged
DBGI,2023-05-04,unchanged
DBGI,2023-08-16,unchanged
DBGI,2023-08-21,unchanged
DBGI,2023-08-23,unchanged
DBGI,2023-08-29,unchanged
DBGI,2023-08-30,unchanged
DBGI,2023-09-05,unchanged
DBGI,2023-11-06,unchanged
DBGI,2023-11-30,unchanged
DBGI,2024-02-13,unchanged
DBGI,2024-07-11,unchanged
DBGI,2024-10-15,unchanged
DBGI,2024-10-21,unchanged
DBGI,2024-10-22,unchanged
DBGI,2024-10-24,unchanged
DBGI,2024-11-01,unchanged
DBGI,2024-11-12,unchanged
DBGI,2024-11-13,unchanged
DBGI,2024-11-20,unchanged
DBGI,2024-12-26,unchanged
DBGI,2024-12-31,unchanged
DBGI,nan,unchanged
DBI,2020-03-19,unchanged
DBI,2020-03-24,unchanged
DBI,2020-11-09,unchanged
DBI,2021-01-25,unchanged
DBVT,2020-03-18,unchanged
DBVT,2020-03-19,unchanged
DBVT,2020-03-20,unchanged
DBVT,2020-11-02,unchanged
DBVT,2021-01-15,unchanged
DBVT,2021-01-19,unchanged
DBVT,2022-03-03,unchanged
DBVT,2022-06-09,unchanged
DBVT,2022-12-23,unchanged
DBVT,2024-10-23,unchanged
DBVT,2024-10-24,unchanged
DBVT,nan,unchanged
DCGO,2024-08-08,unchanged
DCGO,nan,unchanged
DCO,2020-02-21,unchanged
DCOM,2021-02-01,unchanged
DCTH,2023-08-15,unchanged
DCTH,2024-05-14,unchanged
DDD,2021-01-07,unchanged
DDD,2021-01-08,unchanged
DDD,2021-01-14,unchanged
DDD,2021-05-11,unchanged
DDD,2021-06-22,unchanged
DDD,2021-08-10,unchanged
DDD,nan,unchanged
DDI,2024-03-08,unchanged
DDL,2021-06-30,unchanged
DDL,2021-12-31,unchanged
DDL,2022-03-16,unchanged
DDL,2022-04-04,unchanged
DDL,2022-04-05,unchanged
DDOG,2023-11-07,unchanged
DDS,2020-03-19,unchanged
DDS,2020-03-24,unchanged
DDS,2020-04-06,unchanged
DDS,2020-10-12,unchanged
DELL,2024-03-01,unchanged
DENN,2020-03-24,unchanged
DENN,2020-03-25,unchanged
DENN,2020-11-09,unchanged
DERM,2022-12-30,unchanged
DERM,2023-01-11,unchanged
DERM,2023-05-19,unchanged
DERM,2023-06-13,unchanged
DERM,2023-07-10,unchanged
DERM,2024-03-26,unchanged
DERM,2024-04-04,unchanged
DERM,nan,unchanged
DEVS,2024-11-08,unchanged
DEVS,2024-11-22,unchanged
DEVS,2024-11-26,unchanged
DEVS,2024-11-29,unchanged
DEVS,2024-12-19,unchanged
DEVS,2024-12-23,unchanged
DEVS,nan,unchanged
DFDV,nan,unchanged
DFIN,2020-03-26,unchanged
DFLI,2022-10-11,unchanged
DFLI,2022-12-12,unchanged
DFLI,2022-12-19,unchanged
DFLI,2022-12-20,unchanged
DFLI,2023-02-28,unchanged
DFLI,2023-03-17,unchanged
DFLI,2023-04-17,unchanged
DFLI,2023-06-12,unchanged
DFLI,2023-07-24,unchanged
DFLI,2024-04-16,unchanged
DFLI,2024-04-18,unchanged
DFLI,2024-11-22,unchanged
DFLI,nan,unchanged
DFSC,nan,unchanged
DGLY,2020-06-08,unchanged
DGLY,2020-06-09,unchanged
DGLY,2020-07-16,unchanged
DGLY,2020-11-02,unchanged
DGLY,2021-01-06,unchanged
DGLY,2023-06-02,unchanged
DGLY,2024-08-14,unchanged
DGLY,2024-11-19,unchanged
DGLY,nan,unchanged
DGNX,nan,unchanged
DGXX,nan,unchanged
DH,nan,unchanged
